predator_scientific_name,predator_taxon_kingdom,prey_scientific_name,prey_taxon_kingdom,is_carnivorous_plant,valid_eats_prey,My Remarks,Need to check?,Type of Feeding
Allograpta obliqua,Animalia,Galium,Plantae,,,,,
Chlorophorus sartor,Animalia,Galium album,Plantae,,,,,
Larus argentatus,Animalia,Gallinula chloropus,Animalia,,,,,
Astur melanoleucus,Animalia,Gallus gallus domesticus,Animalia,,,,,
Astur melanoleucus melanoleucus,Animalia,Gallus gallus domesticus,Animalia,,,,,
Canis latrans,Animalia,Gallus gallus domesticus,Animalia,,,,,
Psammophis mossambicus,Animalia,Gallus gallus domesticus,Animalia,,,,,
Carlisis wahlbergi,Animalia,Gardenia volkensii,Plantae,,,,,
Chroicocephalus ridibundus,Animalia,Gasterosteus aculeatus,Animalia,,,,,
Mergus merganser,Animalia,Gasterosteus aculeatus,Animalia,,,,,
Tringa melanoleuca,Animalia,Gasterosteus aculeatus,Animalia,,,,,
Anastomus lamelligerus,Animalia,Gastropoda,Animalia,,,,,
Turdus migratorius,Animalia,Gastropoda,Animalia,,,,,
Cathartes aura,Animalia,Gavia,Animalia,,,,,
Chrysopelea paradisi,Animalia,Gekko monarchus,Animalia,,,,,
Lophoceros alboterminatus,Animalia,Gekkota,Animalia,,,,,
Sphinx chersis,Animalia,Geococcyx californianus,Animalia,,,,,
Hemidactylus mabouia,Animalia,Geometridae,Animalia,,,,,
Setophaga magnolia,Animalia,Geometridae,Animalia,,,,,
Bombus bifarius,Animalia,Geranium caespitosum,Plantae,,,,,
Ochlodes sylvanoides,Animalia,Geranium caespitosum,Plantae,,,,,
Bombus pratorum,Animalia,Geranium dissectum,Plantae,,,,,
Carterocephalus skada,Animalia,Geranium viscosissimum,Plantae,,,,,
Bombus pascuorum,Animalia,Geranium Ã— oxonianum,Plantae,,,,,
Tyto alba,Animalia,Gerbilliscus afer,Animalia,,,,,
Tyto alba poensis,Animalia,Gerbilliscus afer,Animalia,,,,,
Gerris swakopensis,Animalia,Gerris swakopensis,Animalia,,,,,
Larus occidentalis,Animalia,Gibbonsia metzi,Animalia,,,,,
Urile penicillatus,Animalia,Gibbonsia metzi,Animalia,,,,,
Lacipa gracilis,Animalia,Gladiolus atropurpureus,Plantae,,,,,
Papilio demodocus,Animalia,Glandularia aristigera,Plantae,,,,,
Papilio demodocus demodocus,Animalia,Glandularia aristigera,Plantae,,,,,
Agkistrodon contortrix,Animalia,Glaucomys volans,Animalia,,,,,
Cucullia calendulae,Animalia,Glebionis coronaria,Plantae,,,,,
Euproctis straminicolor,Animalia,Gleditsia triacanthos,Plantae,,,,,
Mylothris agathina,Animalia,Globimetula mweroensis,Plantae,,,,,
Mylothris agathina agathina,Animalia,Globimetula mweroensis,Plantae,,,,,
Afromurzinia lutescens,Animalia,Gloriosa superba,Plantae,,,,,
Larus argentatus,Animalia,Gobiinae,Animalia,,,,,
Podiceps cristatus,Animalia,Gobionidae,Animalia,,,,,
Hirundo rustica,Animalia,Gomphidae,Animalia,,,,,
Aphis nerii,Animalia,Gomphocarpus,Plantae,,,,,
Danaus plexippus,Animalia,Gomphocarpus fruticosus,Plantae,,,,,
Aphis nerii,Animalia,Gomphocarpus physocarpus,Plantae,,,,,
Danaus chrysippus,Animalia,Gomphocarpus physocarpus,Plantae,,,,,
Danaus chrysippus orientis,Animalia,Gomphocarpus physocarpus,Plantae,,,,,
Sphaerocoris testudogrisea,Animalia,Gomphocarpus physocarpus,Plantae,,,,,
Spilostethus pandurus,Animalia,Gomphocarpus tomentosus,Plantae,,,,,
Spilostethus pandurus elegans,Animalia,Gomphocarpus tomentosus,Plantae,,,,,
Junonia hierta cebrene,Animalia,Gomphrena,Plantae,,,,,
Procavia capensis capensis,Animalia,Gonioma kamassi,Plantae,,,,,
Exobasidium rhododendri,Fungi,Rhododendron ferrugineum,Plantae,FALSE,TRUE,This seems wrong. This is same as 893 data. Seems like repeated one. Can we delete it?,Yes,
Dolomedes triton,Animalia,Graminella villica,Animalia,,,,,
Anaphe reticulata,Animalia,Grewia occidentalis occidentalis,Plantae,,,,,
Linepithema humile,Animalia,Grindelia,Plantae,,,,,
Megachile fidelis,Animalia,Grindelia subalpina,Plantae,,,,,
Halcyon albiventris albiventris,Animalia,Gryllidae,Animalia,,,,,
Saxicola torquatus torquatus,Animalia,Gryllidae,Animalia,,,,,
Upupa epops africana,Animalia,Gryllidae,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Gryllidea,Animalia,,,,,
Phidippus audax,Animalia,Gryllidea,Animalia,,,,,
Sialia sialis,Animalia,Grylloidea,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Gryllotalpa,Animalia,,,,,
Halcyon albiventris,Animalia,Gryllotalpa africana,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Gryllotalpa africana,Animalia,,,,,
Sialia sialis,Animalia,Gryllotalpidae,Animalia,,,,,
Upupa epops,Animalia,Gryllotalpidae,Animalia,,,,,
Pheidole pallidula,Animalia,Gryllus bimaculatus,Animalia,,,,,
Furia ithacensis,Fungi,Rhagio mystaceus,Animalia,FALSE,TRUE,Furia ithacensis is a “snipe-fly killer” fungus that infects snipe flies such as Rhagio mystaceus,,Parasitism
Amauris albimaculata albimaculata,Animalia,Gymnosporia,Plantae,,,,,
Chromolaena odorata,Plantae,Lepidoptera,Animalia,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Charaxes saturnus,Animalia,Gymnosporia senegalensis,Plantae,,,,,
Dejeania bombylans,Animalia,Gymnosporia senegalensis,Plantae,,,,,
Gnophaela latipennis,Animalia,Hackelia micrantha,Plantae,,,,,
Periplaneta lateralis,Animalia,Hadoa duryi,Animalia,,,,,
Haematopus bachmani,Animalia,Haematopus bachmani,Animalia,,,,,
Astur cooperii,Animalia,Haemorhous mexicanus,Animalia,,,,,
Acanthacris ruficornis,Animalia,Halcyon albiventris albiventris,Animalia,,,,,
Hyperolius marmoratus,Animalia,Halcyon albiventris albiventris,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Halcyon albiventris albiventris,Animalia,,,,,
Doris montereyensis,Animalia,Halichondria panicea,Animalia,,,,,
Diaulula sandiegensis,Animalia,Haliclona,Animalia,,,,,
Thomisus onustus,Animalia,Halictini,Animalia,,,,,
Peucetia viridans,Animalia,Halictus,Animalia,,,,,
Adesmia cancellata,Animalia,Haloxylon persicum,Plantae,,,,,
Parasteatoda tepidariorum,Animalia,Halyomorpha halys,Animalia,,,,,
Egretta thula,Animalia,Harengula,Animalia,,,,,
Araneus diadematus,Animalia,Harmonia axyridis,Animalia,,,,,
Camponotus vagus,Animalia,Harmonia axyridis,Animalia,,,,,
Dinocampus coccinellae,Animalia,Harmonia axyridis,Animalia,,,,,
Harmonia axyridis,Animalia,Harmonia axyridis,Animalia,,,,,
Hasarius adansoni,Animalia,Hasarius adansoni,Animalia,,,,,
Cyanomitra olivacea,Animalia,Hedychium gardnerianum,Plantae,,,,,
Cyanomitra olivacea sclateri,Animalia,Hedychium gardnerianum,Plantae,,,,,
Cardinalis cardinalis,Animalia,Helianthus annuus,Plantae,,,,,
Junco hyemalis,Animalia,Helianthus annuus,Plantae,,,,,
Poecile atricapillus,Animalia,Helianthus annuus,Plantae,,,,,
Catopsilia florella,Animalia,Helichrysum kraussii,Plantae,,,,,
Belonogaster juncea,Animalia,Helicoverpa armigera,Animalia,,,,,
Colotis evagore,Animalia,Heliotropium europaeum,Plantae,,,,,
Solenopsis invicta,Animalia,Helminthomorpha,Animalia,,,,,
Golovinomyces,Fungi,Helminthotheca echioides,Plantae,FALSE,TRUE,"The data is wrongly recorded. It should ideally be a scientific name, it’s a genus name instead. missing the specific epithet. a Golovinomyces species parasitizes H. echioides",Yes,Parasitism
Araneus diadematus,Animalia,Helophilus pendulus,Animalia,,,,,
Chrysopelea paradisi,Animalia,Hemidactylus frenatus,Animalia,,,,,
Pitangus sulphuratus,Animalia,Hemidactylus frenatus,Animalia,,,,,
Anolis sagrei,Animalia,Hemidactylus mabouia,Animalia,,,,,
Camponotus maculatus,Animalia,Hemidactylus mabouia,Animalia,,,,,
Lepisiota capensis,Animalia,Hemidactylus mabouia,Animalia,,,,,
Pheidole megacephala,Animalia,Hemidactylus mabouia,Animalia,,,,,
Heteropoda venatoria,Animalia,Hemidactylus turcicus,Animalia,,,,,
Latrodectus geometricus,Animalia,Hemidactylus turcicus,Animalia,,,,,
Bucephala clangula,Animalia,Hemigrapsus,Animalia,,,,,
Anthopleura elegantissima,Animalia,Hemigrapsus nudus,Animalia,,,,,
Lophodytes cucullatus,Animalia,Hemigrapsus nudus,Animalia,,,,,
Anthopleura artemisia,Animalia,Hemigrapsus oregonensis,Animalia,,,,,
Chromolaena odorata,Plantae,Mylothris agathina agathina,Animalia,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Sula leucogaster,Animalia,Hemiramphus brasiliensis,Animalia,,,,,
Eristalis pertinax,Animalia,Heracleum sphondylium,Plantae,,,,,
Rhagonycha fulva,Animalia,Heracleum sphondylium,Plantae,,,,,
Zygaena filipendulae,Animalia,Heracleum sphondylium,Plantae,,,,,
Motacilla aguimp vidua,Animalia,Hermetia illucens,Animalia,,,,,
Merops bullockoides,Animalia,Hesperiidae,Animalia,,,,,
Glareola pratincola,Animalia,Heteroptera,Animalia,,,,,
Passer domesticus,Animalia,Heteroptera,Animalia,,,,,
Pholcus phalangioides,Animalia,Heteroptera,Animalia,,,,,
Nathalis iole,Animalia,Heterotheca hirsutissima,Plantae,,,,,
Steatoda triangulosa,Animalia,Hexagenia,Animalia,,,,,
Lontra canadensis,Animalia,Hexagrammos decagrammus,Animalia,,,,,
Hycleus oculatus,Animalia,Hibisceae,Plantae,,,,,
Chasmina vestae,Animalia,Hibiscus tiliaceus,Plantae,,,,,
Cyana pretoriae,Animalia,Hibiscus tiliaceus,Plantae,,,,,
Calotes emma,Animalia,Hierodula bhamoana,Animalia,,,,,
Crematogaster scutellaris,Animalia,Hierodula transcaucasica,Animalia,,,,,
Leucostrophus alterhirundo,Animalia,Hilliardiella elaeagnoides,Plantae,,,,,
Camponotus cruentatus,Animalia,Hipparchia semele,Animalia,,,,,
Dinocampus coccinellae,Animalia,Hippodamia variegata,Animalia,,,,,
Crocuta crocuta,Animalia,Hippopotamus amphibius,Animalia,,,,,
Necrosyrtes monachus,Animalia,Hippopotamus amphibius,Animalia,,,,,
Panthera leo,Animalia,Hippotragus niger niger,Animalia,,,,,
Panthera leo melanochaita,Animalia,Hippotragus niger niger,Animalia,,,,,
Apis mellifera,Animalia,Hirschfeldia incana,Plantae,,,,,
Paragus haemorrhous,Animalia,Hirschfeldia incana,Plantae,,,,,
Pieris rapae rapae,Animalia,Hirschfeldia incana,Plantae,,,,,
Pantherophis spiloides,Animalia,Hirundo rustica,Animalia,,,,,
Jadera haematoloma,Animalia,Homalodisca liturata,Animalia,,,,,
Loxodonta africana,Animalia,Homo sapiens,Animalia,,,,,
Philoliche rubramarginata,Animalia,Homo sapiens,Animalia,,,,,
Tabanus taeniola,Animalia,Homo sapiens,Animalia,,,,,
Danaus chrysippus,Animalia,Hoodia currorii lugardii,Plantae,,,,,
Danaus chrysippus orientis,Animalia,Hoodia currorii lugardii,Plantae,,,,,
Hystrix africaeaustralis,Animalia,Hoodia currorii lugardii,Plantae,,,,,
Megaceryle torquata,Animalia,Hoplias malabaricus,Animalia,,,,,
Rhabdophis siamensis,Animalia,Hoplobatrachus chinensis,Animalia,,,,,
Pieris napi,Animalia,Hyacinthoides non-scripta,Plantae,,,,,
Coccinella septempunctata,Animalia,Hyalopterus,Animalia,,,,,
Icthyophaga vocifer,Animalia,Hydrocynus vittatus,Animalia,,,,,
Apis mellifera,Animalia,Hydrophyllum fendleri,Plantae,,,,,
Osmia lignaria,Animalia,Hydrophyllum fendleri,Plantae,,,,,
Ardea brachyrhyncha,Animalia,Hylambates maculatus,Animalia,,,,,
Tachybaptus ruficollis,Animalia,Hylambates maculatus,Animalia,,,,,
Tachybaptus ruficollis capensis,Animalia,Hylambates maculatus,Animalia,,,,,
Phymata fasciata,Animalia,Hylephila phyleus,Animalia,,,,,
Selasphorus platycercus,Animalia,Hyles lineata,Animalia,,,,,
Hyles lineata,Animalia,Hyles lineata,Animalia,,,,,
Tetramorium immigrans,Animalia,Hylocichla mustelina,Animalia,,,,,
Xylocopa virginica,Animalia,Hylotelephium,Plantae,,,,,
Melanerpes formicivorus,Animalia,Hymenoptera,Animalia,,,,,
Trichonephila clavata,Animalia,Hymenoptera,Animalia,,,,,
Trichonephila fenestrata,Animalia,Hymenoptera,Animalia,,,,,
Latrodectus geometricus,Animalia,Hypercompe scribonia,Animalia,,,,,
Halcyon albiventris,Animalia,Hyperolius marmoratus taeniatus,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Hyperolius marmoratus taeniatus,Animalia,,,,,
Halcyon albiventris,Animalia,Hyperolius marmoratus verrucosus,Animalia,,,,,
Halcyon albiventris albiventris,Animalia,Hyperolius marmoratus verrucosus,Animalia,,,,,
Notopholia corusca,Animalia,Hyperolius marmoratus verrucosus,Animalia,,,,,
Zapornia flavirostra,Animalia,Hyperolius marmoratus verrucosus,Animalia,,,,,
Pheidole megacephala,Animalia,Hyperolius pusillus,Animalia,,,,,
Loxodonta africana,Animalia,Hyphaene coriacea,Plantae,,,,,
Nannopterum brasilianum,Animalia,Hypostomus,Animalia,,,,,
Scolopendra dehaani,Animalia,Hypsiscopus murphyi,Animalia,,,,,
Pandion haliaetus,Animalia,Hypsypops rubicundus,Animalia,,,,,
Caerostris sexcuspidata,Animalia,Ichneumonidae,Animalia,,,,,
Dioctria hyalipennis,Animalia,Ichneumonidae,Animalia,,,,,
Parawixia dehaani,Animalia,Ichneumonidae,Animalia,,,,,
Leucauge auronotum,Animalia,Ichneumonoidea,Animalia,,,,,
Larus fuscus,Animalia,Ictalurus,Animalia,,,,,
Nannopterum auritum,Animalia,Ictalurus punctatus,Animalia,,,,,
Nerodia rhombifer,Animalia,Ictalurus punctatus,Animalia,,,,,
Turdus migratorius,Animalia,Ilex vomitoria,Plantae,,,,,
Balaenoptera edeni,Animalia,Ilisha megaloptera,Animalia,,,,,
Archilochus colubris,Animalia,Impatiens capensis,Plantae,,,,,
Phytoliriomyza melampyga,Animalia,Impatiens parviflora,Plantae,,,,,
Thamnophis marcianus,Animalia,Incilius nebulifer,Animalia,,,,,
Diplognatha gagates silicea,Animalia,Indigofera,Plantae,,,,,
Sagra bicolor,Animalia,Indigofera,Plantae,,,,,
Freyeria trochylus,Animalia,Indigofera hendecaphylla,Plantae,,,,,
Zizeeria knysna,Animalia,Indigofera spicata,Plantae,,,,,
Zizeeria knysna knysna,Animalia,Indigofera spicata,Plantae,,,,,
Centruroides gracilis,Animalia,Indotyphlops braminus,Animalia,,,,,
Pachylis gigas,Animalia,Ingeae,Plantae,,,,,
Anthus cinnamomeus,Animalia,Insecta,Animalia,,,,,
Centropus burchellii burchellii,Animalia,Insecta,Animalia,,,,,
Lophoceros alboterminatus,Animalia,Insecta,Animalia,,,,,
Melospiza melodia,Animalia,Insecta,Animalia,,,,,
Pipilo maculatus,Animalia,Insecta,Animalia,,,,,
Platycryptus undatus,Animalia,Insecta,Animalia,,,,,
Quiscalus niger,Animalia,Insecta,Animalia,,,,,
Salticus scenicus,Animalia,Insecta,Animalia,,,,,
Solenopsis invicta,Animalia,Insecta,Animalia,,,,,
Tyrannus tyrannus,Animalia,Insecta,Animalia,,,,,
Vanellus lugubris,Animalia,Insecta,Animalia,,,,,
Camponotus chrysurus,Animalia,Insignorthezia insignis,Animalia,,,,,
Charidotella succinea,Animalia,Ipomoea,Plantae,,,,,
Hycleus oculatus,Animalia,Ipomoea,Plantae,,,,,
Agrius convolvuli,Animalia,Ipomoea batatas,Plantae,,,,,
Choristoneura heliaspis,Animalia,Ipomoea batatas,Plantae,,,,,
Aspidimorpha quadriremis,Animalia,Ipomoea cairica,Plantae,,,,,
Laccoptera ruginosa,Animalia,Ipomoea cairica,Plantae,,,,,
Aspidimorpha puncticosta,Animalia,Ipomoea pes-caprae,Plantae,,,,,
Papilio rutulus,Animalia,Iris missouriensis,Plantae,,,,,
Meliscaeva auricollis,Animalia,Iris planifolia,Plantae,,,,,
Arion vulgaris,Animalia,Iris pseudacorus,Plantae,,,,,
Agelaius phoeniceus,Animalia,Ischnura cervula,Animalia,,,,,
Anthus pratensis,Animalia,Ischnura elegans,Animalia,,,,,
Heliosciurus gambianus,Animalia,Isoberlinia angolensis,Plantae,,,,,
Marpissa muscosa,Animalia,Issus coleoptratus,Animalia,,,,,
Buphagus erythroryncha,Animalia,Ixodida,Animalia,,,,,
Apis mellifera,Animalia,Jacobaea vulgaris,Plantae,,,,,
Bombus lapidarius,Animalia,Jacobaea vulgaris,Plantae,,,,,
Tyria jacobaeae,Animalia,Jacobaea vulgaris,Plantae,,,,,
Jadera haematoloma,Animalia,Jadera haematoloma,Animalia,,,,,
Sciurus carolinensis,Animalia,Juglans,Plantae,,,,,
Orius insidiosus,Animalia,Juglans nigra,Plantae,,,,,
Sciurus carolinensis,Animalia,Juglans nigra,Plantae,,,,,
Tamiasciurus hudsonicus,Animalia,Juglans nigra,Plantae,,,,,
Imbrasia ertli,Animalia,Julbernardia globiflora,Plantae,,,,,
Chromolaena odorata,Plantae,Telchinia serena,Animalia,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Turdus merula,Animalia,Julidae,Animalia,,,,,
Plectroctena mandibularis,Animalia,Juliformia,Animalia,,,,,
Steatoda triangulosa,Animalia,Juliformia,Animalia,,,,,
Trachyphonus vaillantii,Animalia,Juliformia,Animalia,,,,,
Tychaedon signata tongensis,Animalia,Juliformia,Animalia,,,,,
Anthene amarah,Animalia,Justicia flava,Plantae,,,,,
Anthene amarah amarah,Animalia,Justicia flava,Plantae,,,,,
Appias epaphia,Animalia,Justicia flava,Plantae,,,,,
Appias epaphia contracta,Animalia,Justicia flava,Plantae,,,,,
Belenois aurota,Animalia,Justicia flava,Plantae,,,,,
Belenois aurota aurota,Animalia,Justicia flava,Plantae,,,,,
Belenois creona,Animalia,Justicia flava,Plantae,,,,,
Belenois creona severina,Animalia,Justicia flava,Plantae,,,,,
Colotis euippe,Animalia,Justicia flava,Plantae,,,,,
Colotis euippe omphale,Animalia,Justicia flava,Plantae,,,,,
Hypolycaena philippus,Animalia,Justicia flava,Plantae,,,,,
Hypolycaena philippus philippus,Animalia,Justicia flava,Plantae,,,,,
Pseudanaphaeis gidica,Animalia,Justicia flava,Plantae,,,,,
Pseudanaphaeis gidica abyssinica,Animalia,Justicia flava,Plantae,,,,,
Telchinia serena,Animalia,Justicia flava,Plantae,,,,,
Torbenlarsenia gemella,Animalia,Kalanchoe,Plantae,,,,,
Iscadida alveolata,Animalia,Kalanchoe pinnata,Plantae,,,,,
Phymateus leprosus,Animalia,Kalanchoe pinnata,Plantae,,,,,
Colotis annae,Animalia,Kalanchoe rotundifolia,Plantae,,,,,
Colotis annae annae,Animalia,Kalanchoe rotundifolia,Plantae,,,,,
Rhabdophis chrysargos,Animalia,Kalophrynus meizon,Animalia,,,,,
Amblyomma nuttalli,Animalia,Kinixys zombensis zombensis,Animalia,,,,,
Solenopsis invicta,Animalia,Kinosternon baurii,Animalia,,,,,
Zygaena ephialtes,Animalia,Knautia arvensis,Plantae,,,,,
Coeligena torquata,Animalia,Kniphofia uvaria,Plantae,,,,,
Colibri coruscans,Animalia,Kniphofia uvaria,Plantae,,,,,
Crocodylus niloticus,Animalia,Kobus ellipsiprymnus ellipsiprymnus,Animalia,,,,,
Crocodylus niloticus cowiei,Animalia,Kobus ellipsiprymnus ellipsiprymnus,Animalia,,,,,
Chiastosternum unicolor,Animalia,Kraussia floribunda,Plantae,,,,,
Kukulcania hibernalis,Animalia,Kukulcania hibernalis,Animalia,,,,,
Araneus detrimentosus,Animalia,Labarrus,Animalia,,,,,
Hierophis viridiflavus,Animalia,Lacerta bilineata,Animalia,,,,,
Falco tinnunculus,Animalia,Lacertinae,Animalia,,,,,
Cornutiplusia circumflexa,Animalia,Lactuca sativa,Plantae,,,,,
Udea ferrugalis,Animalia,Lactuca sativa,Plantae,,,,,
Golovinomyces bolayi,Fungi,Lactuca serriola,Plantae,FALSE,TRUE,Golovinomyces bolayi causes lettuce powdery mildew on wild lettuce Lactuca serriola.,,Parasitism
Spinus psaltria,Animalia,Lactuca serriola,Plantae,,,,,
Limacus flavus,Animalia,Laetiporus gilbertsonii,Fungi,,,,,
Golovinomyces verbenae,Fungi,Verbena litoralis,Plantae,FALSE,TRUE,G. verbenae is a powdery mildew on Verbena spp,,Parasitism
Pycnonotus goiavier,Animalia,Lagerstroemia speciosa,Plantae,,,,,
Vanessa cardui,Animalia,Lamium amplexicaule,Plantae,,,,,
Bombus pascuorum,Animalia,Lamium purpureum,Plantae,,,,,
Egretta garzetta,Animalia,Lampetra planeri,Animalia,,,,,
Lanius ludovicianus,Animalia,Lanius ludovicianus,Animalia,,,,,
Aceria lantanae,Animalia,Lantana camara,Plantae,,,,,
Hedydipna collaris,Animalia,Lantana camara,Plantae,,,,,
Hedydipna collaris collaris,Animalia,Lantana camara,Plantae,,,,,
Octotoma scabripennis,Animalia,Lantana camara,Plantae,,,,,
Dione vanillae,Animalia,Lantana strigocamara,Plantae,,,,,
Polygonia interrogationis,Animalia,Laportea canadensis,Plantae,,,,,
Larus fuscus,Animalia,Larus fuscus,Animalia,,,,,
Anguilla anguilla,Animalia,Larus michahellis,Animalia,,,,,
Mecaphesa asperata,Animalia,Lasioglossum,Animalia,,,,,
Thomisus onustus,Animalia,Lasiommata,Animalia,,,,,
Afrogegenes,Animalia,Lasiosiphon calocephalus,Plantae,,,,,
Menemerus semilimbatus,Animalia,Lasius,Animalia,,,,,
Chrysolina americana,Animalia,Lavandula angustifolia,Plantae,,,,,
Felis catus,Animalia,Leiolepis belliana,Animalia,,,,,
Rhynocoris segmentarius,Animalia,Lema bilineata,Animalia,,,,,
Rhynocoris tristis,Animalia,Lema bilineata,Animalia,,,,,
Actophilornis africanus,Animalia,Lemna,Plantae,,,,,
Alopochen aegyptiaca,Animalia,Lemna,Plantae,,,,,
Agonoscelis versicoloratus,Animalia,Leonotis ocymifolia,Plantae,,,,,
Diabrotica undecimpunctata,Animalia,Leontodon saxatilis,Plantae,,,,,
Eristalis arbustorum,Animalia,Leontodon saxatilis,Plantae,,,,,
Sphaerophoria sulphuripes,Animalia,Leontodon saxatilis,Plantae,,,,,
Syrphus opinator,Animalia,Leontodon saxatilis,Plantae,,,,,
Toxomerus occidentalis,Animalia,Leontodon saxatilis,Plantae,,,,,
Graphocephala psephena,Animalia,Lepechinia caulescens,Plantae,,,,,
Liriomyza,Animalia,Lepidium virginicum,Plantae,,,,,
Acridotheres javanicus,Animalia,Lepidoptera,Animalia,,,,,
Aegithalos concinnus,Animalia,Lepidoptera,Animalia,,,,,
Agelaius phoeniceus,Animalia,Lepidoptera,Animalia,,,,,
Aphaenogaster senilis,Animalia,Lepidoptera,Animalia,,,,,
Araneus bicentenarius,Animalia,Lepidoptera,Animalia,,,,,
Aviceda cuculoides,Animalia,Lepidoptera,Animalia,,,,,
Baeolophus bicolor,Animalia,Lepidoptera,Animalia,,,,,
Batis capensis capensis,Animalia,Lepidoptera,Animalia,,,,,
Calosoma sycophanta,Animalia,Lepidoptera,Animalia,,,,,
Cataglyphis velox,Animalia,Lepidoptera,Animalia,,,,,
Cichorium intybus,Plantae,Hemipenthes jaennickeana,Animalia,FALSE,FALSE,Animal is eating plant. Wrong data in the site,Yes,
Crithagra sulphurata sulphurata,Animalia,Lepidoptera,Animalia,,,,,
Cuculus solitarius,Animalia,Lepidoptera,Animalia,,,,,
Erythemis simplicicollis,Animalia,Lepidoptera,Animalia,,,,,
Eumenes fraternus,Animalia,Lepidoptera,Animalia,,,,,
Fringilla coelebs,Animalia,Lepidoptera,Animalia,,,,,
Hemidactylus mabouia,Animalia,Lepidoptera,Animalia,,,,,
Holocnemus pluchei,Animalia,Lepidoptera,Animalia,,,,,
Icterus galbula,Animalia,Lepidoptera,Animalia,,,,,
Junco hyemalis,Animalia,Lepidoptera,Animalia,,,,,
Lamprotornis chloropterus elisabeth,Animalia,Lepidoptera,Animalia,,,,,
Lanius collaris collaris,Animalia,Lepidoptera,Animalia,,,,,
Melaniparus niger,Animalia,Lepidoptera,Animalia,,,,,
Melospiza melodia,Animalia,Lepidoptera,Animalia,,,,,
Monomorium minimum,Animalia,Lepidoptera,Animalia,,,,,
Myrmicaria natalensis,Animalia,Lepidoptera,Animalia,,,,,
Omomantis zebrata,Animalia,Lepidoptera,Animalia,,,,,
Orthotomus atrogularis nitidus,Animalia,Lepidoptera,Animalia,,,,,
Ossidingia cruciata,Animalia,Lepidoptera,Animalia,,,,,
Ploceus velatus,Animalia,Lepidoptera,Animalia,,,,,
Prionops plumatus,Animalia,Lepidoptera,Animalia,,,,,
Setophaga townsendi,Animalia,Lepidoptera,Animalia,,,,,
Sialia sialis,Animalia,Lepidoptera,Animalia,,,,,
Solenopsis invicta,Animalia,Lepidoptera,Animalia,,,,,
Thryothorus ludovicianus,Animalia,Lepidoptera,Animalia,,,,,
Trichonephila fenestrata,Animalia,Lepidoptera,Animalia,,,,,
Vireo gilvus,Animalia,Lepidoptera,Animalia,,,,,
Xanthocephalus xanthocephalus,Animalia,Lepidoptera,Animalia,,,,,
Nannopterum auritum,Animalia,Lepisosteus osseus,Animalia,,,,,
Alligator mississippiensis,Animalia,Lepisosteus platyrhincus,Animalia,,,,,
Ardea herodias,Animalia,Lepomis,Animalia,,,,,
Megaceryle alcyon,Animalia,Lepomis,Animalia,,,,,
Pandion haliaetus,Animalia,Lepomis,Animalia,,,,,
Podilymbus podiceps,Animalia,Lepomis,Animalia,,,,,
Quiscalus quiscula,Animalia,Lepomis,Animalia,,,,,
Dolomedes scriptus,Animalia,Lepomis cyanellus,Animalia,,,,,
Thamnophis couchii,Animalia,Lepomis cyanellus,Animalia,,,,,
Ardea herodias,Animalia,Lepomis gibbosus,Animalia,,,,,
Corvus brachyrhynchos,Animalia,Lepomis gibbosus,Animalia,,,,,
Natrix maura,Animalia,Lepomis gibbosus,Animalia,,,,,
Pandion haliaetus,Animalia,Lepomis gibbosus,Animalia,,,,,
Anhinga anhinga,Animalia,Lepomis macrochirus,Animalia,,,,,
Ardea herodias,Animalia,Lepomis macrochirus,Animalia,,,,,
Larus delawarensis,Animalia,Lepomis macrochirus,Animalia,,,,,
Pandion haliaetus,Animalia,Lepomis macrochirus,Animalia,,,,,
Pandion haliaetus carolinensis,Animalia,Lepomis macrochirus,Animalia,,,,,
Podilymbus podiceps,Animalia,Lepomis macrochirus,Animalia,,,,,
Ardea herodias,Animalia,Lepomis microlophus,Animalia,,,,,
Ardea herodias,Animalia,Leptocottus armatus,Animalia,,,,,
Larus brachyrhynchus,Animalia,Leptocottus armatus,Animalia,,,,,
Lontra canadensis,Animalia,Leptocottus armatus,Animalia,,,,,
Lophodytes cucullatus,Animalia,Leptocottus armatus,Animalia,,,,,
Boisea trivittata,Animalia,Leptoglossus occidentalis,Animalia,,,,,
Pheucticus ludovicianus,Animalia,Leptoglossus oppositus,Animalia,,,,,
Mecaphesa,Animalia,Leptoglossus phyllopus,Animalia,,,,,
Menemerus bivittatus,Animalia,Leptomyrmecini,Animalia,,,,,
Felis catus,Animalia,Leptopelis natalensis,Animalia,,,,,
Vespula germanica,Animalia,Leptophyes punctatissima,Animalia,,,,,
Pholcus phalangioides,Animalia,Leptotarsus,Animalia,,,,,
Vulpes vulpes,Animalia,Lepus timidus,Animalia,,,,,
Coenonympha california,Animalia,Leucanthemum vulgare,Plantae,,,,,
