scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_species,taxon_phylum,taxon_subphylum,taxon_superclass,taxon_class,taxon_subclass,taxon_superorder,taxon_order,taxon_suborder,taxon_superfamily,taxon_family,taxon_subfamily,taxon_supertribe,taxon_tribe,taxon_subtribe,taxon_genus,taxon_genushybrid,taxon_hybrid,taxon_subspecies,taxon_variety,taxon_form
Sceloporus occidentalis,Western Fence Lizard,Reptilia,Animalia,Sceloporus occidentalis,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Phrynosomatidae,Sceloporinae,,,,Sceloporus,,,,,
Schinia pulchripennis,,Insecta,Animalia,Schinia pulchripennis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Heliothinae,,,,Schinia,,,,,
Schizura ipomaeae,Morning-glory Prominent,Insecta,Animalia,Schizura ipomaeae,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Heterocampinae,,Heterocampini,,Schizura,,,,,
Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,Animalia,Sciurus carolinensis,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurini,,Sciurus,,,,,
Sciurus niger,Eastern Fox Squirrel,Mammalia,Animalia,Sciurus niger,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurini,,Sciurus,,,,,
Sciurus vulgaris,Eurasian Red Squirrel,Mammalia,Animalia,Sciurus vulgaris,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurini,,Sciurus,,,,,
Sclerocroton integerrimus,Duiker-berry,Plantae,Plantae,Sclerocroton integerrimus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Euphorbioideae,,Hippomaneae,,Sclerocroton,,,,,
Sclerophrys capensis,Raucous Toad,Amphibia,Animalia,Sclerophrys capensis,Chordata,Vertebrata,,Amphibia,,,Anura,,,Bufonidae,,,,,Sclerophrys,,,,,
Scolopendra cingulata,Mediterranean Banded Centipede,Animalia,Animalia,Scolopendra cingulata,Arthropoda,Myriapoda,,Chilopoda,,,Scolopendromorpha,,,Scolopendridae,Scolopendrinae,,,,Scolopendra,,,,,
Scolopendra dehaani,Vietnamese Centipede,Animalia,Animalia,Scolopendra dehaani,Arthropoda,Myriapoda,,Chilopoda,,,Scolopendromorpha,,,Scolopendridae,Scolopendrinae,,,,Scolopendra,,,,,
Scopus umbretta,Common Hamerkop,Aves,Animalia,Scopus umbretta,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Scopidae,,,,,Scopus,,,Scopus umbretta umbretta,,
Scopus umbretta umbretta,Common Hamerkop,Aves,Animalia,Scopus umbretta,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Scopidae,,,,,Scopus,,,Scopus umbretta umbretta,,
Scorpaenichthys marmoratus,Cabezon,Actinopterygii,Animalia,Scorpaenichthys marmoratus,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Jordaniidae,,,,,Scorpaenichthys,,,,,
Scotopsinus verrucifer,,Insecta,Animalia,Scotopsinus verrucifer,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Attelabidae,Attelabinae,,,,Scotopsinus,,,,,
Scudderia mexicana,Mexican Bush Katydid,Insecta,Animalia,Scudderia mexicana,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,Phaneropterinae,,Scudderiini,,Scudderia,,,,,
Scutia myrtina,cat-thorn,Plantae,Plantae,Scutia myrtina,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rhamnaceae,,,Rhamneae,,Scutia,,,,,
Scutigera coleoptrata,House Centipede,Animalia,Animalia,Scutigera coleoptrata,Arthropoda,Myriapoda,,Chilopoda,,,Scutigeromorpha,,,Scutigeridae,,,,,Scutigera,,,,,
Scymnus,,Insecta,Animalia,,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,,Scymnini,,Scymnus,,,,,
Searsia chirindensis,Red Currant-rhus,Plantae,Plantae,Searsia chirindensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,Searsia,,,,,
Searsia nebulosa,Coastal Currantrhus,Plantae,Plantae,Searsia nebulosa,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,Searsia,,,,,
Sebastes paucispinis,Bocaccio,Actinopterygii,Animalia,Sebastes paucispinis,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,,,Sebastes,,,,,
Selasphorus platycercus,Broad-tailed Hummingbird,Aves,Animalia,Selasphorus platycercus,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Trochilidae,Trochilinae,,Mellisugini,,Selasphorus,,,,,
Senecio atratus,Tall Blacktip Ragwort,Plantae,Plantae,Senecio atratus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,,,,
Senecio deltoideus,Climbing Ragwort,Plantae,Plantae,Senecio deltoideus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,,,,
Senecio fremontii,Fremont's Ragwort,Plantae,Plantae,Senecio fremontii,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,,,,
Senecio madagascariensis,Madagascar Ragwort,Plantae,Plantae,Senecio madagascariensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,,,,
Senecio otites,,Plantae,Plantae,Senecio otites,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,,,,
Senecio polyanthemoides,Manyflower Ragwort,Plantae,Plantae,Senecio polyanthemoides,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,,,,
Senecio tamoides,Canary creeper,Plantae,Plantae,Senecio tamoides,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,Senecio,,,,,
Senna singueana,Munzungu,Plantae,Plantae,Senna singueana,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Caesalpinioideae,,Cassieae,Cassiinae,Senna,,,,,
Setophaga americana,Northern Parula,Aves,Animalia,Setophaga americana,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,,Setophaga,,,,,
Setophaga coronata coronata,Myrtle Warbler,Aves,Animalia,Setophaga coronata,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,,Setophaga,,,Setophaga coronata coronata,,
Sevenia boisduvali,Boisduval's Tree Nymph,Insecta,Animalia,Sevenia boisduvali,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Biblidinae,,Epicaliini,,Sevenia,,,Sevenia boisduvali boisduvali,,
Sevenia boisduvali boisduvali,Boisduvals Tree Nymph,Insecta,Animalia,Sevenia boisduvali,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Biblidinae,,Epicaliini,,Sevenia,,,Sevenia boisduvali boisduvali,,
Sialia sialis,Eastern Bluebird,Aves,Animalia,Sialia sialis,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Sialia,,,,,
Sida cordifolia cordifolia,Flannel Weed,Plantae,Plantae,Sida cordifolia,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malveae,,Sida,,,Sida cordifolia cordifolia,,
Sideroxylon inerme,white milkwood,Plantae,Plantae,Sideroxylon inerme,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Sapotaceae,,,,,Sideroxylon,,,,,
Sigmodon hispidus,Hispid Cotton Rat,Mammalia,Animalia,Sigmodon hispidus,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Sigmodontinae,,Sigmodontini,,Sigmodon,,,,,
Silurus glanis,Wels Catfish,Actinopterygii,Animalia,Silurus glanis,Chordata,Vertebrata,,Actinopterygii,,Ostariophysi,Siluriformes,Siluroidei,,Siluridae,,,,,Silurus,,,,,
Siphocampylus lucidus,,Plantae,Plantae,Siphocampylus lucidus,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Lobelioideae,,,,Siphocampylus,,,,,
Siren lacertina,Greater Siren,Amphibia,Animalia,Siren lacertina,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Sirenidae,,,,,Siren,,,,,
Siren nettingi,Western Lesser Siren,Amphibia,Animalia,Siren nettingi,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Sirenidae,,,,,Siren,,,,,
Sitta carolinensis,White-breasted Nuthatch,Aves,Animalia,Sitta carolinensis,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,,,Sitta,,,,,
Smilax walteri,Coral Greenbrier,Plantae,Plantae,Smilax walteri,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Smilacaceae,,,,,Smilax,,,,,
Solanum americanum,American black nightshade,Plantae,Plantae,Solanum americanum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,,,,
Solanum campylacanthum,bitter-apple,Plantae,Plantae,Solanum campylacanthum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,,,,
Solanum chrysotrichum,giant devil's-fig,Plantae,Plantae,Solanum chrysotrichum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,,,,
Solanum mauritianum,bugweed,Plantae,Plantae,Solanum mauritianum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,,,,
Solanum nigrum,Black Nightshade Complex,Plantae,Plantae,,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,,,,
Solanum seaforthianum,Brazilian Nightshade,Plantae,Plantae,Solanum seaforthianum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,,,,
Solanum sisymbriifolium,Red Buffalo-bur,Plantae,Plantae,Solanum sisymbriifolium,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Solaneae,,Solanum,,,,,
Solenopsis invicta,Red Imported Fire Ant,Insecta,Animalia,Solenopsis invicta,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,,,,
Solenostemma oleifolium,,Plantae,Plantae,Solenostemma oleifolium,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Solenostemma,,,,,
Solidago sempervirens,northern seaside goldenrod,Plantae,Plantae,Solidago sempervirens,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,,,,
Solidago velutina,velvety goldenrod,Plantae,Plantae,Solidago velutina,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,,,,
Somateria mollissima,Common Eider,Aves,Animalia,Somateria mollissima,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Somateria,,,,,
Spartium junceum,Spanish Broom,Plantae,Plantae,Spartium junceum,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Spartium,,,,,
Spatula cyanoptera,Cinnamon Teal,Aves,Animalia,Spatula cyanoptera,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Spatula,,,,,
Spatula discors,Blue-winged Teal,Aves,Animalia,Spatula discors,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Spatula,,,,,
Spermestes bicolor,Red-backed Mannikin,Aves,Animalia,Spermestes bicolor,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Estrildidae,,,,,Spermestes,,,Spermestes bicolor nigriceps,,
Spermestes bicolor nigriceps,Red-backed Mannikin,Aves,Animalia,Spermestes bicolor,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Estrildidae,,,,,Spermestes,,,Spermestes bicolor nigriceps,,
Spermestes cucullata,Southern Bronze Mannikin,Aves,Animalia,Spermestes cucullata,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Estrildidae,,,,,Spermestes,,,Spermestes cucullata scutata,,
Spermestes cucullata scutata,Southern Bronze Mannikin,Aves,Animalia,Spermestes cucullata,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Estrildidae,,,,,Spermestes,,,Spermestes cucullata scutata,,
Sphaerocoris testudogrisea,Brownspotted Shield Bug,Insecta,Animalia,Sphaerocoris testudogrisea,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Scutellerinae,,Sphaerocorini,,Sphaerocoris,,,,,
Sphaeropthalma pensylvanica,,Insecta,Animalia,Sphaeropthalma pensylvanica,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Pompiloidea,Mutillidae,Sphaeropthalminae,,Sphaeropthalmini,,Sphaeropthalma,,,,,
Sphagneticola trilobata,Trailing Daisy,Plantae,Plantae,Sphagneticola trilobata,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Ecliptinae,Sphagneticola,,,,,
Sphecius speciosus,Eastern Cicada-killer Wasp,Insecta,Animalia,Sphecius speciosus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,,Bembicini,Spheciina,Sphecius,,,,,
Sphenostylis angustifolia,Grassveld Sweetpea,Plantae,Plantae,Sphenostylis angustifolia,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Phaseoleae,Phaseolinae,Sphenostylis,,,,,
Sphex nudus,,Insecta,Animalia,Sphex nudus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Sphex,,,,,
Sphex pensylvanicus,Great Black Digger Wasp,Insecta,Animalia,Sphex pensylvanicus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Sphex,,,,,
Sphinx chersis,Great Ash Sphinx,Insecta,Animalia,Sphinx chersis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Bombycoidea,Sphingidae,Sphinginae,,Sphingini,Sphingina,Sphinx,,,,,
Sphyrapicus ruber,Red-breasted Sapsucker,Aves,Animalia,Sphyrapicus ruber,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,Picinae,,Melanerpini,,Sphyrapicus,,,,,
Sphyrapicus varius,Yellow-bellied Sapsucker,Aves,Animalia,Sphyrapicus varius,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,Picinae,,Melanerpini,,Sphyrapicus,,,,,
Spilopelia senegalensis,Laughing Dove,Aves,Animalia,Spilopelia senegalensis,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Spilopelia,,,,,
Spilornis holospilus,Philippine Serpent-Eagle,Aves,Animalia,Spilornis holospilus,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Circaetinae,,,,Spilornis,,,,,
Spilosoma virginica,Virginian Tiger Moth,Insecta,Animalia,Spilosoma virginica,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,Spilosomina,Spilosoma,,,,,
Spilostethus macilentus,,Insecta,Animalia,Spilostethus macilentus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Lygaeinae,,,,Spilostethus,,,,,
Spilostethus pandurus,Indian Milkweed Bug,Insecta,Animalia,Spilostethus pandurus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Lygaeinae,,,,Spilostethus,,,Spilostethus pandurus elegans,,
Spilostethus pandurus elegans,,Insecta,Animalia,Spilostethus pandurus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Lygaeinae,,,,Spilostethus,,,Spilostethus pandurus elegans,,
Spinus psaltria,Lesser Goldfinch,Aves,Animalia,Spinus psaltria,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Spinus,,,,,
Spinus tristis,American Goldfinch,Aves,Animalia,Spinus tristis,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Spinus,,,,,
Spinus tristis tristis,Eastern Goldfinch,Aves,Animalia,Spinus tristis,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Spinus,,,Spinus tristis tristis,,
Spirodela polyrhiza,greater duckweed,Plantae,Plantae,Spirodela polyrhiza,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Lemnoideae,,,,Spirodela,,,,,
Spirostachys africana,tamboti,Plantae,Plantae,Spirostachys africana,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Euphorbioideae,,Hippomaneae,,Spirostachys,,,,,
Spodoptera picta,Lily Caterpillar Moth,Insecta,Animalia,Spodoptera picta,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Prodeniini,,Spodoptera,,,,,
Sporobolus pyramidalis,Giant Ratstail Grass,Plantae,Plantae,Sporobolus pyramidalis,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Chloridoideae,,Zoysieae,Sporobolinae,Sporobolus,,,,,
Squalus acanthias,Spiny Dogfish,Animalia,Animalia,Squalus acanthias,Chordata,Vertebrata,,Chondrichthyes,Elasmobranchii,Squalomorphi,Squaliformes,,,Squalidae,,,,,Squalus,,,,,
Stachytarpheta jamaicensis,Blue Porterweed,Plantae,Plantae,Stachytarpheta jamaicensis,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Verbenaceae,,,Duranteae,,Stachytarpheta,,,,,
Stactolaema leucotis,Southern White-eared Barbet,Aves,Animalia,Stactolaema leucotis,Chordata,Vertebrata,,Aves,,,Piciformes,,,Lybiidae,,,,,Stactolaema,,,Stactolaema leucotis leucotis,,
Stactolaema leucotis leucotis,Southern White-eared Barbet,Aves,Animalia,Stactolaema leucotis,Chordata,Vertebrata,,Aves,,,Piciformes,,,Lybiidae,,,,,Stactolaema,,,Stactolaema leucotis leucotis,,
Stactolaema whytii,Whyte's Barbet,Aves,Animalia,Stactolaema whytii,Chordata,Vertebrata,,Aves,,,Piciformes,,,Lybiidae,,,,,Stactolaema,,,,,
Stagmomantis carolina,Carolina Mantis,Insecta,Animalia,Stagmomantis carolina,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mantodea,Eumantodea,Mantoidea,Mantidae,Stagmomantinae,,Stagmomantini,,Stagmomantis,,,,,
Stangeria eriopus,Grass Cycad,Plantae,Plantae,Stangeria eriopus,Tracheophyta,,,Cycadopsida,,,Cycadales,,,Zamiaceae,,,,,Stangeria,,,,,
Stapelia gigantea,Zulu Giant,Plantae,Plantae,Stapelia gigantea,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Ceropegieae,Stapeliinae,Stapelia,,,,,
Steatoda borealis,Boreal Combfoot,Arachnida,Animalia,Steatoda borealis,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,,,,
Steatoda grossa,False Black Widow,Arachnida,Animalia,Steatoda grossa,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,,,,
Steatoda nobilis,Noble False Widow,Arachnida,Animalia,Steatoda nobilis,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,,,,
Steatoda triangulosa,Triangulate Combfoot,Arachnida,Animalia,Steatoda triangulosa,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,,,,
Stegodyphus dumicola,African Social Spider,Arachnida,Animalia,Stegodyphus dumicola,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,,Eresidae,,,,,Stegodyphus,,,,,
Stellaria media,Common Chickweed Complex,Plantae,Plantae,,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Alsineae,,Stellaria,,,,,
Stephenia natalica,Natal Acraea,Insecta,Animalia,Stephenia natalica,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Acraeini,,Stephenia,,,,,
Sterculia parviflora,,Plantae,Plantae,Sterculia parviflora,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Sterculioideae,,,,Sterculia,,,,,
Stereum ochraceoflavum,,Fungi,Fungi,Stereum ochraceoflavum,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,,,Stereum,,,,,
Sterna forsteri,Forster's Tern,Aves,Animalia,Sterna forsteri,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,,,Sterna,,,,,
Sterna hirundo,Common Tern,Aves,Animalia,Sterna hirundo,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,,,Sterna,,,,,
Sternula albifrons,Western Pacific Little Tern,Aves,Animalia,Sternula albifrons,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,,,Sternula,,,Sternula albifrons sinensis,,
Sternula albifrons sinensis,Western Pacific Little Tern,Aves,Animalia,Sternula albifrons,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,,,Sternula,,,Sternula albifrons sinensis,,
Sternula antillarum,Least Tern,Aves,Animalia,Sternula antillarum,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,,,Sternula,,,,,
Stilpnia larvata,Golden-hooded Tanager,Aves,Animalia,Stilpnia larvata,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Thraupidae,,,,,Stilpnia,,,,,
Stomoxys calcitrans,Stable Fly,Insecta,Animalia,Stomoxys calcitrans,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,Muscinae,,Stomoxyini,,Stomoxys,,,,,
Storeria dekayi,DeKay's Brownsnake,Reptilia,Animalia,Storeria dekayi,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Storeria,,,,,
Storeria occipitomaculata,Red-bellied Snake,Reptilia,Animalia,Storeria occipitomaculata,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Storeria,,,,,
Strangalia luteicornis,Yellow-horned Flower Longhorn Beetle,Insecta,Animalia,Strangalia luteicornis,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,,Lepturini,,Strangalia,,,,,
Strelitzia nicolai,giant bird-of-paradise flower,Plantae,Plantae,Strelitzia nicolai,Tracheophyta,Angiospermae,,Liliopsida,,,Zingiberales,,,Strelitziaceae,,,,,Strelitzia,,,,,
Strepera graculina,Pied Currawong,Aves,Animalia,Strepera graculina,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Artamidae,,,,,Strepera,,,,,
Streptopelia decaocto,Eurasian Collared-Dove,Aves,Animalia,Streptopelia decaocto,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Streptopelia,,,,,
Strigoderma pygmaea,Pygmy Chafer,Insecta,Animalia,Strigoderma pygmaea,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Rutelinae,,Anomalini,Anomalina,Strigoderma,,,,,
Strix varia,Barred Owl,Aves,Animalia,Strix varia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,Strix,,,,,
Strongylocentrotus purpuratus,Pacific Purple Sea Urchin,Animalia,Animalia,Strongylocentrotus purpuratus,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Odontophora,Strongylocentrotidae,,,,,Strongylocentrotus,,,,,
Strymon melinus,Gray Hairstreak,Insecta,Animalia,Strymon melinus,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Strymonina,Strymon,,,,,
Stugeta bowkeri,Bright Marbled Sapphire,Insecta,Animalia,Stugeta bowkeri,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Iolaini,,Stugeta,,,,,
Sturnus vulgaris,European Starling,Aves,Animalia,Sturnus vulgaris,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,,Sturnus,,,,,
Sula leucogaster,Brown Booby,Aves,Animalia,Sula leucogaster,Chordata,Vertebrata,,Aves,,,Suliformes,,,Sulidae,,,,,Sula,,,,,
Sus scrofa,Wild Boar,Mammalia,Animalia,Sus scrofa,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Suina,,Suidae,Suinae,,Suini,,Sus,,,,,
Sylvicapra grimmia,Bush Duiker,Mammalia,Animalia,Sylvicapra grimmia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,,Cephalophini,,Sylvicapra,,,,,
Sylvilagus andinus,Andean Tapeti,Mammalia,Animalia,Sylvilagus andinus,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Sylvilagus,,,,,
Sylvilagus bachmani,Brush Rabbit,Mammalia,Animalia,Sylvilagus bachmani,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Sylvilagus,,,,,
Sylvilagus floridanus,Eastern Cottontail,Mammalia,Animalia,Sylvilagus floridanus,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Sylvilagus,,,,,
